eventId,circularId,subject,tags,num_tags,union_size,coverage,n_circulars_in_event
GRB 200412B,27653.0,Gagarin-day GRB 200412B: observations with the 3.6m Devasthal Optical Telescope,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27610.0,GRB 200412B: continued Mondy and Terskol optical observations,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27605.0,GRB 200412B: continued Terskol optical observations,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27604.0,"GRB 200412B: continued AbAO, Mondy, TSHAO, Terskol optical observations","['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27600.0,GRB 200412B: Swift XRT confirmation of afterglow and UVOT upper limits,"['Afterglow', 'GRB', 'X-ray Transient']",3,5,0.6,30
GRB 200412B,27598.0,GRB200412B: GROWTH India detection of afterglow,"['Afterglow', 'GRB']",2,5,0.4,30
GRB 200412B,27593.0,GRB 200412B: continued Tautenburg observations,['GRB'],1,5,0.2,30
GRB 200412B,27583.0,GRB 200412B: Mondy optical observations,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27582.0,GRB 200412B: continued Tautenburg observations,['GRB'],1,5,0.2,30
GRB 200412B,27581.0,Konus-Wind observation of GRB 200412B,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27576.0,GRB 200412B: MITSuME Akeno optical observation,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27575.0,GRB 200412B: Tautenburg observations,['GRB'],1,5,0.2,30
GRB 200412B,27574.0,GRB 200412B: contunued AbAO optical observations,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27572.0,GRB 200412B: CALET Gamma-Ray Burst Monitor detection,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27571.0,GRB 200412B:  Xinglong TNT  optical observations,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27570.0,GRB 200412B: SAO RAS observations of OT,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27567.0,GRB 200412B: Tautenburg observations,['GRB'],1,5,0.2,30
GRB 200412B,27566.0,GRB 200412B: AbAO optical observations,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27565.0,GRB 200412B: Insight-HXMT/HE detection,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27564.0,GRB 200412B: Optical afterglow detection with 1.3m DFOT,"['Afterglow', 'GRB', 'Optical Transient']",3,5,0.6,30
GRB 200412B,27563.0,GRB 200412B : AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,5,0.6,30
GRB 200412B,27561.0,GRB 200412B: Swift-XRT afterglow detection,"['Afterglow', 'GRB', 'X-ray Transient']",3,5,0.6,30
GRB 200412B,27558.0,GRB 200412B: Fermi GBM detection,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27557.0,GRB 200412B: Fermi-LAT detection,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27556.0,GRB 200412B: MASTER-Amur Optical Couterpart in Gagarin day!,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27555.0,GRB 200412B: MASTER Optical Couterpart in Gagarin day!,"['GRB', 'Optical Transient']",2,5,0.4,30
GRB 200412B,27551.0,GRB 200412B: Tiled Swift observations,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27549.0,Fermi GRB 200412B: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,5,0.6,30
GRB 200412B,27548.0,GRB 200412B: BALROG localization (Fermi Trigger 608375325 / GRB 200412381),"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200412B,27547.0,GRB 200412B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,5,0.4,30
GRB 200425A,27650.0,GRB 200425A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,4,0.5,7
GRB 200425A,27646.0,GRB 200425A: LCO Optical Upper Limits,"['GRB', 'Optical Transient']",2,4,0.5,7
GRB 200425A,27645.0,Swift GRB 200425A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,4,0.75,7
GRB 200425A,27643.0,GRB 200425A: Swift/UVOT Upper Limits,"['GRB', 'Optical Transient']",2,4,0.5,7
GRB 200425A,27641.0,GRB 200425A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,4,0.5,7
GRB 200425A,27639.0,GRB 200425A: Enhanced Swift-XRT position,"['GRB', 'X-ray Transient']",2,4,0.5,7
GRB 200425A,27638.0,GRB 200425A: Swift detection of a burst,"['GRB', 'Gamma-ray Transient']",2,4,0.5,7
GRB 200423A,27647.0,IPN triangulation of GRB 200423A (short),['GRB'],1,3,0.3333333333333333,3
GRB 200423A,27633.0,Fermi GRB 200423A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,3
GRB 200423A,27632.0,GRB 200423A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,3
GRB 200425B,27644.0,GRB 200425B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,2,1.0,1
GRB 200415A,27629.0,GRB 200415A correction to GCN 27627 (possible magnetar Giant Flare in Sculptor Galaxy): INTEGRAL observations,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27627.0,GRB 200415A (possible magnetar Giant Flare in Sculptor Galaxy): INTEGRAL observations,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27622.0,GRB 200415A: ASIM observation,['GRB'],1,3,0.3333333333333333,13
GRB 200415A,27599.0,GRB 200415A: MASTER imspection and possible localisation,"['GRB', 'Optical Transient']",2,3,0.6666666666666666,13
GRB 200415A,27597.0,GRB 200415A: Fermi-LAT localization update,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27596.0,Konus-Wind observation of GRB 200415A (a magnetar Giant Flare in Sculptor Galaxy?),"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27595.0,Improved IPN error box for GRB 200415A (consistent with the Sculptor Galaxy),['GRB'],1,3,0.3333333333333333,13
GRB 200415A,27590.0,Fermi GRB 200415A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,13
GRB 200415A,27587.0,GRB 200415A: Fermi GBM observation,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27586.0,GRB 200415A: Fermi-LAT detection,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27585.0,IPN triangulation of GRB 200415A (possible Magnetar Giant Flare in Sculptor Galaxy?),['GRB'],1,3,0.3333333333333333,13
GRB 200415A,27580.0,GRB 200415A: BALROG localization (Fermi Trigger 608633290 / GRB 200415367),"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
GRB 200415A,27579.0,GRB 200415A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,13
IceCube-200421A,27624.0,IceCube-200421A: Upper limits from a search for additional neutrino events in IceCube,['Neutrino'],1,2,0.5,7
IceCube-200421A,27620.0,Fermi-LAT Gamma-ray Observations of IceCube-200421A,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200421A,27619.0,IceCube-200421A: No Neutrino Counterpart in ANTARES data,['Neutrino'],1,2,0.5,7
IceCube-200421A,27617.0,IceCube-200421A: No significant detection in HAWC,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200421A,27615.0,IceCube-200421A: not observable by Fermi-GBM,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200421A,27613.0,IceCube-200421A: No counterpart candidates in INTEGRAL SPI-ACS and IBIS prompt observation,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200421A,27612.0,IceCube-200421A - IceCube observation of a high-energy neutrino candidate event,['Neutrino'],1,2,0.5,7
GRB 200410A,27621.0,GRB 200410A: Liverpool Telescope First Hour Observations,['GRB'],1,5,0.2,9
GRB 200410A,27603.0,GRB 200410A: Optical upper limit,['GRB'],1,5,0.2,9
GRB 200410A,27584.0,GRB 200410A: CALET Gamma-Ray Burst Monitor detection,"['GRB', 'Gamma-ray Transient']",2,5,0.4,9
GRB 200410A,27578.0,GRB 200410A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,5,0.4,9
GRB 200410A,27532.0,GRB 200410A: Swift/UVOT Detection,"['GRB', 'Optical Transient']",2,5,0.4,9
GRB 200410A,27523.0,GRB 200410A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,5,0.4,9
GRB 200410A,27522.0,GRB 200410A: Enhanced Swift-XRT position,"['GRB', 'X-ray Transient']",2,5,0.4,9
GRB 200410A,27520.0,GRB 200410A: Ondrejov D50 afterglow confirmation,"['Afterglow', 'GRB']",2,5,0.4,9
GRB 200410A,27518.0,GRB 200410A: Swift detection of a burst with a possible optical counterpart,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,5,0.6,9
GRB 200421A,27618.0,Fermi GRB 200421A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 200421A,27616.0,GRB 200421A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
GRB 200420,27609.0,GRB 200420: Fermi GBM Final Localization Correction,"['GRB', 'Gamma-ray Transient']",2,2,1.0,1
GRB 200420A,27608.0,Fermi GRB 200420A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 200420A,27607.0,GRB 200420A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
GRB 200416A,27602.0,GRB 200416A: Swift/UVOT Detection,"['GRB', 'Optical Transient']",2,5,0.4,5
GRB 200416A,27601.0,GRB 200416A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,5,0.4,5
GRB 200416A,27594.0,GRB 200416A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,5,0.4,5
GRB 200416A,27592.0,GRB 200416A: Fermi GBM observation,"['GRB', 'Gamma-ray Transient']",2,5,0.4,5
GRB 200416A,27591.0,GRB 200416A: Swift detection of a burst with an optical afterglow,"['Afterglow', 'GRB', 'Gamma-ray Transient', 'Optical Transient']",4,5,0.8,5
GRB 200411A,27589.0,GRB 200411A: Chandra observations indicative of temporal steepening,"['GRB', 'X-ray Transient']",2,5,0.4,10
GRB 200411A,27573.0,GRB 200411A: ATCA 5/9 GHz radio observations,"['GRB', 'Radio Transient']",2,5,0.4,10
GRB 200411A,27545.0,GRB 200411A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,5,0.4,10
GRB 200411A,27543.0,GRB 200411A: Fermi GBM observation,"['GRB', 'Gamma-ray Transient']",2,5,0.4,10
GRB 200411A,27542.0,Swift GRB 200411A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,5,0.6,10
GRB 200411A,27540.0,GRB 200411A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,5,0.4,10
GRB 200411A,27539.0,GRB 200411A: Swift/UVOT Upper Limits,"['GRB', 'Optical Transient']",2,5,0.4,10
GRB 200411A,27538.0,GRB 200411A: Enhanced Swift-XRT position,"['GRB', 'X-ray Transient']",2,5,0.4,10
GRB 200411A,27536.0,GRB 200411A: Swift detection of a short burst,"['GRB', 'Gamma-ray Transient']",2,5,0.4,10
GRB 200411A,27535.0,GRB 200411A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,5,0.4,10
GRB 200412A,27588.0,GRB 200412A : AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,4,0.75,6
GRB 200412A,27577.0,Konus-Wind observation of GRB 200412A,"['GRB', 'Gamma-ray Transient']",2,4,0.5,6
GRB 200412A,27560.0,IPN triangulation of GRB 200412A,['GRB'],1,4,0.25,6
GRB 200412A,27559.0,Fermi GRB 200412A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,4,0.75,6
GRB 200412A,27550.0,GRB 200412A: Fermi GBM detection,"['GRB', 'Gamma-ray Transient']",2,4,0.5,6
GRB 200412A,27546.0,GRB 200412A: BALROG localization (Fermi Trigger 608367436 / GRB 200412290),"['GRB', 'Gamma-ray Transient']",2,4,0.5,6
IceCube-200410A,27569.0,IceCube-200410A: No significant detection in HAWC,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200410A,27562.0,IceCube-200410A : Upper limits from Insight-HXMT/HE observations,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200410A,27552.0,IceCube-200410A: Upper limits from a search for additional neutrino events in IceCube,['Neutrino'],1,2,0.5,7
IceCube-200410A,27544.0,Fermi-LAT Gamma-ray Observations of IceCube-200410A,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200410A,27541.0,IceCube-200410A: Upper limits from Fermi-GBM Observations,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200410A,27537.0,IceCube-200410A: Possible associated excess in INTEGRAL SPI-ACS prompt observation,"['Gamma-ray Transient', 'Neutrino']",2,2,1.0,7
IceCube-200410A,27534.0,IceCube-200410A - IceCube observation of a high-energy neutrino candidate event,['Neutrino'],1,2,0.5,7
GRB 200405B,27568.0,GRB 200405B: Further Swift-XRT observations,"['GRB', 'X-ray Transient']",2,5,0.4,7
GRB 200405B,27516.0,GRB 200405B: ATCA follow-up and ASKAP limits on pre-burst radio emission,"['GRB', 'Radio Transient']",2,5,0.4,7
GRB 200405B,27505.0,IPN triangulation of GRB 200405B (short),['GRB'],1,5,0.2,7
GRB 200405B,27501.0,GRB 200405B: LCO Optical Upper Limits,"['GRB', 'Optical Transient']",2,5,0.4,7
GRB 200405B,27500.0,GRB 200405B: Swift-XRT observations,"['GRB', 'X-ray Transient']",2,5,0.4,7
GRB 200405B,27499.0,GRB 200405B: Swift ToO observations,"['GRB', 'Gamma-ray Transient']",2,5,0.4,7
GRB 200405B,27497.0,GRB 200405B: Swift/BAT-GUANO detection and *possible* arcminute localization of a short GRB,"['GRB', 'Gamma-ray Transient']",2,5,0.4,7
GRB 200412,27553.0,Correction to GCN 27551 - Swift is observing GRB 200412*B*,"['GRB', 'Gamma-ray Transient']",2,2,1.0,1
Baksan Neutrino Observatory Alert 200410.82,27530.0,Baksan Neutrino Observatory Alert 200410.82: Global MASTER-Net observations report,"['Neutrino', 'Optical Transient']",2,2,1.0,1
Baksan Neutrino Observatory Alert 200409.81,27528.0,Baksan Neutrino Observatory Alert 200409.81: Global MASTER-Net observations report,"['Neutrino', 'Optical Transient']",2,2,1.0,1
LIGO/Virgo S200225q,27526.0,"LIGO/Virgo S200225q: Swift XRT observations, 1 X-ray sources","['GW', 'X-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27485.0,LIGO/Virgo S200225q: Upper limits from Konus-Wind observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27317.0,LIGO/Virgo S200225q: No notable candidates in GOTO imaging,"['GW', 'Optical Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27282.0,LIGO/Virgo S200225q: AstroSat CZTI upper limits,"['GW', 'Gamma-ray Transient', 'X-ray Transient']",3,5,0.6,21
LIGO/Virgo S200225q,27275.0,LIGO/Virgo S200225q : No significant candidates in TAROT - FRAM - GRANDMA observations.,['GW'],1,5,0.2,21
LIGO/Virgo S200225q,27232.0,LIGO/Virgo S200225q: Not observable by CALET,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27229.0,LIGO/Virgo S200225q: Updated Sky Localization,['GW'],1,5,0.2,21
LIGO/Virgo S200225q,27221.0,LIGO/Virgo S200225q: no counterpart candidate in SVOM/GWAC observations,"['GW', 'X-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27220.0,LIGO/Virgo S200225q: Upper limits from Insight-HXMT/HE observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27217.0,LIGO/Virgo S200225q: no counterpart candidates in the Swift/BAT observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27209.0,LIGO/Virgo S200225q: Upper limits from Fermi-GBM Observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27207.0,LIGO/Virgo S200225q: No counterpart candidates in Fermi-LAT observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27206.0,LIGO/Virgo S200225q: upper limits from AGILE/GRID observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27204.0,LIGO/Virgo S200225q: upper limits from AGILE/MCAL observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27203.0,LIGO/Virgo S200225q: Upper limits from IceCube neutrino searches,"['GW', 'Neutrino']",2,5,0.4,21
LIGO/Virgo S200225q,27202.0,LIGO/Virgo S200225q: No counterpart candidates in HAWC observations,['GW'],1,5,0.2,21
LIGO/Virgo S200225q,27201.0,LIGO/Virgo S200225q : no neutrino counterpart candidate in ANTARES search,"['GW', 'Neutrino']",2,5,0.4,21
LIGO/Virgo S200225q,27200.0,LIGO/Virgo S200225q: Global MASTER-Net observations report,"['GW', 'Optical Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27198.0,LIGO/Virgo S200225q: No counterpart candidates in INTEGRAL SPI-ACS and IBIS prompt observation,"['GW', 'Gamma-ray Transient']",2,5,0.4,21
LIGO/Virgo S200225q,27197.0,LIGO/Virgo S200225q: Coverage and upper limits from MAXI/GSC observations,['GW'],1,5,0.2,21
LIGO/Virgo S200225q,27193.0,LIGO/Virgo S200225q: Identification of a GW compact binary merger candidate The LIGO Scientific Collaboration and the Virgo Collaboration,['GW'],1,5,0.2,21
GRB 200327A,27525.0,Konus-Wind observation of GRB 200327A,"['GRB', 'Gamma-ray Transient']",2,2,1.0,5
GRB 200327A,27466.0,GRB 200327A: Fermi GBM detection,"['GRB', 'Gamma-ray Transient']",2,2,1.0,5
GRB 200327A,27463.0,IPN triangulation of GRB 200327A (short),['GRB'],1,2,0.5,5
GRB 200327A,27461.0,GRB 200327A: AGILE/MCAL observations,"['GRB', 'Gamma-ray Transient']",2,2,1.0,5
GRB 200327A,27458.0,GRB 200327A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,2,1.0,5
LIGO/Virgo S200224ca,27524.0,"LIGO/Virgo S200224ca: Swift XRT observations, 8 X-ray sources","['GW', 'X-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27483.0,LIGO/Virgo S200224ca: Upper limits from Konus-Wind observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27366.0,LIGO/Virgo S200224ca: DESGW Summary of DECam Observations,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27293.0,LIGO/Virgo S200224ca: No counterpart candidates in TOROS observations,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27288.0,LIGO/Virgo S200224ca: Transient found in Swift/UVOT counterpart search,"['GW', 'Optical Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27262.0,LIGO/Virgo S200224ca: Updated Sky Localization and EM Bright Classification,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27238.0,LIGO/Virgo S200224ca : No significant candidates in TAROT - FRAM - GRANDMA observations,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27231.0,LIGO/Virgo S200224ca: Upper limits from CALET observations.,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27227.0,LIGO/Virgo S200224ca: DESGW Optical counterpart candidates from DECam,"['GW', 'Optical Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27219.0,LIGO/Virgo S200224ca: Upper limits from Insight-HXMT/HE observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27216.0,LIGO/Virgo S200224ca: no counterpart candidates in the Swift/BAT observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27213.0,LIGO/Virgo S200224ca: No counterpart candidates in KAIT observations,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27212.0,LIGO/Virgo S200224ca: No Counterparts in DDOTI/OAN Optical Observations,"['GW', 'Optical Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27211.0,LIGO/Virgo S200224ca: GRAWITA-Campo Imperatore observations.,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27205.0,LIGO/Virgo S200224ca: Subaru/Hyper Suprime-Cam follow-up observations,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27199.0,LIGO/Virgo S200224ca: No counterpart candidates in Fermi-LAT observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27195.0,LIGO/Virgo S200224ca: upper limits from AGILE/GRID observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27192.0,LIGO/Virgo S200224ca: not observable by Fermi-GBM,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27190.0,LIGO/Virgo S200224ca: No counterpart candidates in INTEGRAL SPI-ACS prompt observation,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27188.0,LIGO/Virgo S200224ca: Coverage and upper limits from MAXI/GSC observations,['GW'],1,5,0.2,24
LIGO/Virgo S200224ca,27187.0,LIGO/Virgo S200224ca: upper limits from AGILE/MCAL observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27186.0,LIGO/Virgo S200224ca: Global MASTER-Net observations report,"['GW', 'Optical Transient']",2,5,0.4,24
LIGO/Virgo S200224ca,27185.0,LIGO/Virgo S200224ca: Upper limits from IceCube neutrino searches,"['GW', 'Neutrino']",2,5,0.4,24
LIGO/Virgo S200224ca,27184.0,LIGO/Virgo S200224ca: Identification of a GW compact binary merger candidate The LIGO Scientific Collaboration and the Virgo Collaboration,['GW'],1,5,0.2,24
GRB 200409A,27521.0,GRB 200409A: No detection of radio emission 5 hours post-burst,"['GRB', 'Radio Transient']",2,5,0.4,7
GRB 200409A,27519.0,GRB 200409A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,5,0.4,7
GRB 200409A,27514.0,Fermi GBM Sub-Threshold Detection of GRB 200409A,"['GRB', 'Gamma-ray Transient']",2,5,0.4,7
GRB 200409A,27512.0,Swift GRB 200409A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,5,0.6,7
GRB 200409A,27511.0,GRB 200409A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,5,0.4,7
GRB 200409A,27510.0,GRB 200409A: Enhanced Swift-XRT position,"['GRB', 'X-ray Transient']",2,5,0.4,7
GRB 200409A,27509.0,GRB 200409A: Swift detection of a burst with an optical counterpart,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,5,0.6,7
GRB 200410.10,27517.0,Swift GRB200410.10: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,1
Baksan Neutrino Observatory Alert 200408.26,27515.0,Baksan Neutrino Observatory Alert 200408.26: Global MASTER-Net observations report,"['Neutrino', 'Optical Transient']",2,2,1.0,1
Baksan Neutrino Observatory Alert 200409.23,27513.0,Baksan Neutrino Observatory Alert 200409.23: Global MASTER-Net observations report,"['Neutrino', 'Optical Transient']",2,2,1.0,1
GRB 200407A,27508.0,Fermi GRB 200407A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,3
GRB 200407A,27506.0,IPN triangulation of GRB 200407A (short),['GRB'],1,3,0.3333333333333333,3
GRB 200407A,27502.0,GRB 200407A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,3
GRB 200407B,27507.0,Fermi GRB 200407B: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 200407B,27503.0,GRB 200407B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
GRB 200405A,27498.0,Fermi GRB 200405A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 200405A,27496.0,GRB 200405A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
GRB 200404A,27495.0,GRB 200404A: Fermi GBM Final Localization,"['GRB', 'Gamma-ray Transient']",2,2,1.0,2
GRB 200404A,27493.0,GRB 200404A: BALROG localization (Fermi Trigger 607712227 / GRB 200404706),"['GRB', 'Gamma-ray Transient']",2,2,1.0,2
GRB 200403C,27494.0,Fermi GRB 200403C: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 200403C,27489.0,GRB 200403C: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
GRB 200403A,27492.0,GRB 200403A: AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,4,0.75,3
GRB 200403A,27490.0,Fermi GRB 200403A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,4,0.75,3
GRB 200403A,27482.0,GRB 200403A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,4,0.5,3
GRB 200403B,27491.0,Fermi GRB 200403B: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 200403B,27484.0,GRB 200403B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
LIGO/Virgo S200316bj,27488.0,LIGO/Virgo S200316bj: Upper limits from Konus-Wind observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,20
LIGO/Virgo S200316bj,27421.0,LIGO/Virgo S200316bj: no counterpart candidate in SVOM/GWAC-F30 observations,"['GW', 'X-ray Transient']",2,5,0.4,20
LIGO/Virgo S200316bj,27419.0,LIGO/Virgo S200316bj: Updated Sky Localization and EM Bright Classification,['GW'],1,5,0.2,20
LIGO/Virgo S200316bj,27409.0,LIGO/Virgo S200316bj : No significant candidates in TAROT - FRAM - GRANDMA observations.,['GW'],1,5,0.2,20
LIGO/Virgo S200316bj,27408.0,LIGO/Virgo S200316bj: Upper limits from Insight-HXMT/HE observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,20
LIGO/Virgo S200316bj,27406.0,LIGO/Virgo S200316bj: no counterpart candidate in SVOM/GWAC observations,"['GW', 'X-ray Transient']",2,5,0.4,20
LIGO/Virgo S200316bj,27405.0,LIGO/Virgo S200316bj: Upper limits from CALET observations,"['GW', 'Gamma-ray Transient']",2,5,0.4,20
LIGO/Virgo S200316bj,27404.0,LIGO/Virgo S200316bj: No neutrino candidates at Pierre Auger Observatory,"['GW', 'Neutrino']",2,5,0.4,20
